,size,floyd_time,djikstra_time
105,525,204.685879945755,127.48211598396301
106,530,206.24780750274658,133.71340990066528
107,535,213.3248507976532,135.62349915504456
108,540,220.56424808502197,140.98324704170227
109,545,228.84011340141296,145.31745052337646
110,550,231.05509853363037,146.82444667816162
111,555,239.26622366905212,151.51045680046082
112,560,250.56895804405212,155.04362034797668
113,565,255.3969976902008,162.21648001670837
114,570,261.8013014793396,162.71835851669312
115,575,268.82316160202026,169.1408815383911
116,580,273.97801542282104,171.0090034008026
117,585,283.22099232673645,180.69586300849915
118,590,285.0934691429138,190.44646191596985
119,595,295.3911061286926,188.60244154930115
120,600,305.6603698730469,191.77294969558716
121,605,310.83685278892517,195.96122527122498
122,610,323.92342829704285,206.16270995140076
123,615,329.8402760028839,208.24805569648743
124,620,331.4026713371277,213.4734389781952
125,625,339.6732976436615,214.64464569091797
126,630,355.24941205978394,222.8447277545929
127,635,364.1156270503998,225.84233593940735
128,640,372.35101795196533,234.14876556396484
129,645,377.70775032043457,240.28590440750122
130,650,389.75520277023315,246.57615852355957
131,655,396.11055302619934,253.62178325653076
132,660,405.4389154911041,257.972779750824
133,665,413.5302822589874,268.1497070789337
134,670,430.9217257499695,270.7294228076935
135,675,436.9979293346405,275.9441819190979
136,680,449.4590468406677,284.65211510658264
137,685,459.69784212112427,286.7378919124603
138,690,466.94680190086365,297.15621304512024
139,695,473.6836874485016,303.1210081577301
140,700,479.39440965652466,304.15668392181396
141,705,491.79009985923767,310.64085698127747
142,710,499.0980226993561,317.30780363082886
143,715,509.99084544181824,324.603568315506
144,720,522.5665621757507,333.21716594696045
145,725,540.0878238677979,334.9909987449646
146,730,542.6023194789886,342.46181201934814
147,735,551.3952696323395,353.9737901687622
148,740,573.7906033992767,362.9841616153717
149,745,579.912558555603,370.50010323524475
150,750,586.8337552547455,375.828227519989
151,755,608.6567840576172,382.1344611644745
152,760,617.2094035148621,404.3473103046417
153,765,631.0501425266266,402.3304946422577
154,770,643.3994534015656,402.3243589401245
155,775,659.1989557743073,404.0183262825012
156,780,678.8258202075958,414.3240888118744
157,785,700.2991020679474,413.8353683948517
158,790,706.1066114902496,423.86669516563416
159,795,705.2926745414734,435.0863230228424
160,800,729.6493587493896,443.08635687828064
161,805,754.2875366210938,457.98739862442017
162,810,768.1885175704956,467.0746421813965
163,815,768.4269676208496,480.27711391448975
164,820,778.4272162914276,482.6208083629608
165,825,793.6025650501251,482.489901304245
166,830,810.7435641288757,495.83077669143677
167,835,827.5129988193512,508.3082456588745
168,840,838.2192587852478,526.3519337177277
169,845,855.8223295211792,519.7826464176178
169,845,855.8223295211792,519.7826464176178
170,850,861.2706134319305,523.7550759315491
171,855,869.448126077652,534.8968441486359
172,860,890.8371033668518,555.6226179599762
173,865,912.5856490135193,558.2700016498566
174,870,912.661593914032,574.1036870479584
175,875,943.5837380886078,578.8884003162384
176,880,946.8409748077393,575.7080090045929
177,885,957.9447751045227,595.5619485378265
178,890,985.1995923519135,612.827743768692
179,895,999.7793099880219,607.1194043159485
180,900,1021.8417599201202,628.9199731349945
181,905,1032.508677482605,633.8555331230164
182,910,1057.3558332920074,648.8456184864044
183,915,1077.5321967601776,656.0471968650818
184,920,1086.9581620693207,665.5547423362732
185,925,1203.365960597992,708.9904036521912
186,930,1169.943508863449,714.6928210258484
187,935,1200.8564901351929,721.1856110095978
188,940,1204.8517270088196,744.750706911087
189,945,1231.9376714229584,753.2075958251953
190,950,1272.2121272087097,768.5936331748962
191,955,1303.386953830719,787.2032105922699
192,960,1314.0816185474396,781.3251941204071
193,965,1325.19473695755,831.0632283687592
194,970,1365.4446122646332,852.2290542125702
195,975,1392.5989253520966,830.3225283622742
196,980,1428.9561975002289,868.9677584171295
197,985,1413.1130039691925,854.5056989192963
198,990,1435.784795999527,864.8444066047668
199,995,1500.225245475769,911.7703475952148

